"","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
"5059",34,"self-employed","single","tertiary","no",462,"no","no","cellular",21,"aug",1877,3,-1,0,"unknown","1"
"5060",30,"management","single","tertiary","no",63,"yes","no","cellular",20,"apr",260,1,320,1,"other","0"
"5061",40,"blue-collar","married","secondary","no",2158,"no","no","cellular",10,"jul",277,1,-1,0,"unknown","0"
"5062",82,"housemaid","divorced","primary","no",1381,"no","no","cellular",28,"jul",844,5,181,4,"failure","1"
"5063",57,"management","married","secondary","no",82,"no","yes","telephone",4,"feb",140,1,-1,0,"unknown","0"
"5064",37,"blue-collar","married","secondary","no",223,"yes","no","cellular",11,"may",552,2,301,2,"failure","0"
"5065",45,"admin.","married","secondary","no",0,"no","no","cellular",22,"jul",73,2,-1,0,"unknown","0"
"5066",30,"technician","married","secondary","no",0,"yes","no","cellular",14,"may",47,3,-1,0,"unknown","0"
"5067",36,"management","married","tertiary","no",1355,"yes","no","unknown",20,"jun",256,8,-1,0,"unknown","0"
"5068",27,"services","single","secondary","no",246,"no","no","cellular",17,"jun",453,2,-1,0,"unknown","1"
"5069",27,"self-employed","single","tertiary","no",108,"no","yes","cellular",8,"jul",141,2,-1,0,"unknown","0"
"5070",41,"technician","divorced","secondary","no",4047,"yes","no","cellular",18,"feb",343,1,-1,0,"unknown","1"
"5071",35,"blue-collar","married","primary","no",162,"yes","no","unknown",4,"jun",60,4,-1,0,"unknown","0"
"5072",50,"blue-collar","married","primary","no",82,"no","no","telephone",5,"apr",456,1,-1,0,"unknown","1"
"5073",54,"technician","divorced","secondary","no",859,"no","yes","cellular",21,"jul",710,1,-1,0,"unknown","1"
"5074",43,"blue-collar","married","secondary","no",664,"yes","no","cellular",9,"apr",290,2,301,1,"failure","0"
"5075",25,"admin.","single","tertiary","no",40,"no","no","unknown",12,"may",64,1,-1,0,"unknown","0"
"5076",45,"blue-collar","married","tertiary","no",47,"yes","no","cellular",28,"jan",1972,2,-1,0,"unknown","0"
"5077",35,"services","divorced","secondary","no",543,"yes","no","cellular",22,"jul",624,2,-1,0,"unknown","0"
"5078",26,"blue-collar","single","secondary","no",26,"yes","yes","cellular",15,"may",899,1,-1,0,"unknown","1"
"5079",41,"management","married","tertiary","no",9,"yes","no","cellular",22,"jul",82,3,-1,0,"unknown","0"
"5080",30,"self-employed","single","secondary","no",4011,"yes","no","unknown",20,"may",62,1,-1,0,"unknown","0"
"5081",30,"technician","single","secondary","no",1534,"yes","no","unknown",27,"may",596,1,-1,0,"unknown","0"
"5082",34,"technician","married","secondary","no",1072,"no","yes","cellular",5,"feb",136,1,252,2,"failure","0"
"5083",42,"technician","married","unknown","no",-401,"yes","no","telephone",29,"aug",145,2,-1,0,"unknown","0"
"5084",57,"housemaid","married","primary","no",58,"no","no","unknown",11,"jun",510,1,-1,0,"unknown","0"
"5085",60,"technician","married","secondary","no",824,"yes","no","cellular",9,"aug",265,1,181,8,"success","1"
"5086",25,"admin.","single","secondary","no",53,"yes","no","cellular",12,"may",213,6,-1,0,"unknown","0"
"5087",47,"admin.","married","secondary","no",2601,"no","no","cellular",24,"sep",261,1,-1,0,"unknown","1"
"5088",52,"housemaid","married","tertiary","no",43,"no","no","cellular",30,"jul",32,2,-1,0,"unknown","0"
"5089",36,"blue-collar","married","secondary","no",349,"yes","no","cellular",20,"apr",365,1,-1,0,"unknown","0"
"5090",30,"management","single","tertiary","no",5359,"no","no","cellular",27,"may",119,1,98,1,"success","1"
"5091",42,"blue-collar","married","primary","no",329,"yes","no","unknown",14,"may",22,4,-1,0,"unknown","0"
"5092",59,"blue-collar","divorced","secondary","no",4190,"yes","no","cellular",20,"nov",221,1,-1,0,"unknown","0"
"5093",53,"management","married","secondary","no",1925,"yes","no","unknown",26,"may",153,1,-1,0,"unknown","0"
"5094",33,"management","married","tertiary","no",3669,"yes","no","cellular",17,"apr",370,1,-1,0,"unknown","0"
"5095",45,"blue-collar","single","secondary","no",143,"no","no","unknown",5,"jun",201,1,-1,0,"unknown","0"
"5096",24,"admin.","single","secondary","no",66,"yes","no","unknown",3,"jun",825,1,-1,0,"unknown","0"
"5097",52,"technician","married","tertiary","no",2557,"no","no","cellular",28,"jan",134,5,204,2,"success","1"
"5098",37,"admin.","single","secondary","no",1097,"yes","no","cellular",21,"nov",1555,2,-1,0,"unknown","1"
"5099",38,"technician","married","secondary","no",4539,"no","no","cellular",16,"sep",387,1,-1,0,"unknown","1"
"5100",27,"admin.","single","secondary","no",18188,"yes","no","unknown",12,"jun",541,17,-1,0,"unknown","1"
"5101",44,"housemaid","married","primary","no",41,"no","no","cellular",22,"aug",299,1,-1,0,"unknown","0"
"5102",39,"blue-collar","married","primary","no",2862,"yes","no","unknown",28,"may",227,2,-1,0,"unknown","0"
"5103",48,"services","married","secondary","no",533,"no","no","unknown",9,"jun",63,1,-1,0,"unknown","0"
"5104",33,"management","married","tertiary","no",377,"yes","no","cellular",5,"feb",213,2,276,1,"failure","0"
"5105",60,"retired","married","secondary","no",1853,"no","no","cellular",11,"aug",408,1,-1,0,"unknown","1"
"5106",27,"student","single","secondary","no",89,"yes","no","cellular",14,"may",68,3,-1,0,"unknown","0"
"5107",31,"entrepreneur","single","tertiary","no",1454,"no","no","cellular",17,"nov",377,1,-1,0,"unknown","0"
"5108",56,"technician","divorced","secondary","no",146,"yes","no","cellular",5,"aug",419,3,-1,0,"unknown","1"
"5109",43,"blue-collar","married","secondary","no",1343,"yes","yes","cellular",25,"jul",211,2,-1,0,"unknown","0"
"5110",30,"unemployed","single","secondary","no",2424,"no","no","cellular",12,"nov",110,1,279,1,"failure","1"
"5111",43,"management","married","tertiary","no",176,"yes","no","cellular",5,"may",253,2,286,1,"failure","0"
"5112",39,"management","married","secondary","no",363,"yes","yes","cellular",11,"feb",67,1,209,1,"failure","0"
"5113",29,"technician","single","secondary","no",316,"yes","no","cellular",3,"mar",156,1,-1,0,"unknown","1"
"5114",37,"technician","divorced","secondary","no",2610,"yes","no","cellular",13,"may",53,1,-1,0,"unknown","0"
"5115",29,"housemaid","single","tertiary","no",19,"no","no","cellular",4,"may",268,1,88,4,"success","1"
"5116",27,"self-employed","single","tertiary","no",1,"yes","no","cellular",23,"jul",171,4,-1,0,"unknown","0"
"5117",28,"technician","single","secondary","no",417,"yes","yes","cellular",7,"may",188,2,366,2,"other","0"
"5118",37,"management","married","tertiary","no",1276,"no","no","cellular",14,"aug",156,2,-1,0,"unknown","1"
"5119",31,"technician","single","secondary","no",1447,"yes","no","cellular",21,"nov",225,2,95,13,"other","0"
"5120",42,"entrepreneur","married","unknown","no",206,"yes","no","cellular",30,"jul",695,2,-1,0,"unknown","1"
"5121",26,"blue-collar","single","secondary","no",7475,"yes","no","cellular",7,"may",204,1,-1,0,"unknown","0"
"5122",36,"admin.","married","secondary","no",0,"yes","no","cellular",2,"feb",236,2,252,1,"other","0"
"5123",38,"unknown","married","unknown","no",124,"yes","no","unknown",20,"may",37,13,-1,0,"unknown","0"
"5124",50,"blue-collar","married","secondary","no",326,"no","no","cellular",28,"aug",157,9,-1,0,"unknown","0"
"5125",53,"technician","divorced","tertiary","no",2228,"no","no","cellular",17,"nov",890,1,-1,0,"unknown","1"
"5126",29,"blue-collar","married","secondary","no",580,"yes","yes","cellular",17,"apr",1311,2,-1,0,"unknown","1"
"5127",42,"management","married","tertiary","no",559,"no","no","cellular",19,"aug",88,1,-1,0,"unknown","0"
"5128",58,"housemaid","married","primary","no",260,"yes","no","telephone",15,"may",71,5,364,3,"failure","0"
"5129",30,"management","single","tertiary","no",12857,"yes","no","cellular",6,"nov",150,1,-1,0,"unknown","1"
"5130",43,"technician","married","secondary","no",3288,"yes","no","cellular",21,"nov",775,3,-1,0,"unknown","1"
"5131",25,"self-employed","single","unknown","no",1179,"no","no","cellular",17,"aug",43,1,83,2,"failure","0"
"5132",55,"management","single","tertiary","no",115,"no","no","unknown",5,"may",111,4,-1,0,"unknown","0"
"5133",33,"management","single","tertiary","no",3161,"yes","no","cellular",2,"apr",313,3,-1,0,"unknown","1"
"5134",38,"management","married","tertiary","no",14190,"yes","no","cellular",31,"jul",48,3,-1,0,"unknown","0"
"5135",39,"admin.","married","secondary","no",401,"yes","no","cellular",11,"jul",112,2,-1,0,"unknown","0"
"5136",52,"admin.","divorced","secondary","no",340,"yes","no","cellular",17,"apr",463,1,344,1,"failure","0"
"5137",34,"services","single","secondary","no",267,"no","no","cellular",8,"jul",449,2,-1,0,"unknown","1"
"5138",34,"blue-collar","married","secondary","no",452,"yes","no","unknown",15,"may",90,3,-1,0,"unknown","0"
"5139",29,"management","single","tertiary","no",187,"yes","no","cellular",28,"jan",154,2,555,2,"failure","0"
"5140",48,"technician","married","secondary","no",147,"no","no","unknown",6,"may",142,3,-1,0,"unknown","0"
"5141",43,"management","divorced","tertiary","no",0,"yes","no","unknown",8,"may",123,2,-1,0,"unknown","0"
"5142",31,"management","divorced","tertiary","no",294,"yes","no","cellular",17,"jul",536,5,-1,0,"unknown","1"
"5143",46,"blue-collar","married","primary","no",-339,"yes","yes","cellular",11,"may",182,2,-1,0,"unknown","0"
"5144",26,"unemployed","single","secondary","no",622,"no","no","cellular",28,"jan",1451,2,-1,0,"unknown","1"
"5145",30,"management","single","tertiary","no",1038,"no","no","cellular",12,"aug",88,2,-1,0,"unknown","0"
"5146",33,"services","single","unknown","no",2297,"no","no","cellular",27,"jul",527,1,-1,0,"unknown","1"
"5147",26,"management","single","tertiary","no",205,"no","no","unknown",26,"may",111,1,-1,0,"unknown","0"
"5148",57,"housemaid","married","primary","no",688,"no","no","cellular",21,"jul",67,2,-1,0,"unknown","0"
"5149",44,"services","married","secondary","no",1357,"yes","yes","unknown",5,"may",250,1,-1,0,"unknown","0"
"5150",55,"services","divorced","secondary","yes",-404,"yes","no","cellular",22,"jul",502,3,-1,0,"unknown","0"
"5151",41,"technician","married","secondary","no",-329,"no","no","telephone",5,"feb",13,8,238,9,"other","0"
"5152",53,"technician","divorced","secondary","no",281,"yes","no","cellular",17,"apr",171,2,337,9,"other","0"
"5153",44,"management","married","tertiary","no",423,"no","no","cellular",12,"mar",2330,5,-1,0,"unknown","1"
"5154",37,"technician","married","secondary","no",1063,"yes","no","cellular",31,"jul",413,2,-1,0,"unknown","0"
"5155",40,"blue-collar","married","primary","no",-166,"yes","no","unknown",13,"may",136,1,-1,0,"unknown","0"
"5156",39,"management","married","tertiary","no",942,"yes","no","cellular",13,"may",564,2,265,4,"other","0"
"5157",50,"self-employed","married","secondary","no",2137,"no","no","cellular",3,"jul",64,1,-1,0,"unknown","0"
"5158",42,"admin.","divorced","secondary","no",435,"yes","no","unknown",30,"may",148,1,-1,0,"unknown","0"
"5159",57,"admin.","single","secondary","no",7400,"yes","no","cellular",11,"may",485,2,-1,0,"unknown","0"
"5160",45,"blue-collar","married","primary","no",456,"yes","no","cellular",11,"may",255,1,-1,0,"unknown","0"
"5161",44,"management","divorced","tertiary","no",3321,"no","no","cellular",13,"aug",73,3,-1,0,"unknown","0"
"5162",31,"blue-collar","single","secondary","no",512,"yes","no","cellular",18,"may",44,8,-1,0,"unknown","0"
"5163",49,"technician","married","secondary","no",313,"no","no","cellular",9,"jul",115,2,-1,0,"unknown","0"
"5164",33,"technician","married","tertiary","no",-988,"yes","yes","cellular",15,"jul",83,3,-1,0,"unknown","0"
"5165",46,"management","divorced","tertiary","no",1297,"no","no","cellular",11,"aug",716,3,-1,0,"unknown","1"
"5166",41,"services","married","primary","no",4903,"yes","no","cellular",19,"nov",223,2,-1,0,"unknown","0"
"5167",56,"services","married","tertiary","no",3480,"no","no","cellular",4,"aug",124,1,-1,0,"unknown","0"
"5168",50,"management","married","tertiary","no",782,"no","no","cellular",16,"jul",335,1,-1,0,"unknown","0"
"5169",52,"management","married","tertiary","no",2428,"yes","no","cellular",28,"jul",61,3,-1,0,"unknown","0"
"5170",27,"technician","married","secondary","no",2183,"yes","yes","unknown",21,"may",857,1,-1,0,"unknown","1"
"5171",54,"management","divorced","primary","no",210,"no","no","cellular",18,"nov",178,1,-1,0,"unknown","0"
"5172",41,"services","divorced","tertiary","no",1583,"yes","no","cellular",9,"jul",662,1,-1,0,"unknown","1"
"5173",51,"management","married","tertiary","no",25856,"no","no","cellular",14,"aug",129,2,-1,0,"unknown","0"
"5174",22,"student","single","secondary","no",3982,"no","no","cellular",20,"apr",206,1,-1,0,"unknown","1"
"5175",41,"technician","single","secondary","no",2242,"yes","no","cellular",6,"may",459,4,-1,0,"unknown","0"
"5176",54,"services","married","unknown","no",386,"no","yes","unknown",20,"jun",838,1,-1,0,"unknown","1"
"5177",51,"technician","divorced","secondary","no",-406,"no","yes","cellular",14,"jul",150,4,-1,0,"unknown","0"
"5178",30,"technician","single","secondary","no",73,"no","yes","cellular",26,"aug",43,2,-1,0,"unknown","0"
"5179",28,"technician","single","tertiary","no",0,"yes","no","unknown",4,"jun",205,6,-1,0,"unknown","0"
"5180",40,"technician","single","tertiary","no",39,"no","no","cellular",5,"aug",130,2,-1,0,"unknown","0"
"5181",44,"management","divorced","tertiary","no",243,"no","no","cellular",21,"aug",118,4,-1,0,"unknown","0"
"5182",56,"retired","divorced","tertiary","no",158,"no","yes","cellular",21,"jul",854,1,-1,0,"unknown","1"
"5183",78,"retired","divorced","primary","no",1389,"no","no","cellular",8,"apr",335,1,-1,0,"unknown","1"
"5184",43,"management","married","tertiary","no",657,"no","no","unknown",18,"jun",367,1,-1,0,"unknown","0"
"5185",27,"blue-collar","single","secondary","no",3792,"no","no","cellular",22,"oct",504,1,183,2,"success","1"
"5186",66,"retired","married","secondary","no",3409,"no","no","cellular",12,"may",801,1,86,2,"failure","0"
"5187",32,"services","single","secondary","no",6857,"no","no","cellular",2,"feb",216,1,-1,0,"unknown","0"
"5188",28,"admin.","married","secondary","no",568,"yes","no","cellular",4,"feb",11,6,252,4,"other","0"
"5189",41,"management","single","tertiary","no",0,"yes","no","cellular",23,"jul",122,5,-1,0,"unknown","0"
"5190",27,"technician","single","tertiary","no",290,"no","no","cellular",10,"aug",88,1,-1,0,"unknown","0"
"5191",70,"technician","married","secondary","no",3020,"no","no","telephone",30,"apr",56,1,-1,0,"unknown","0"
"5192",59,"entrepreneur","married","primary","no",124,"yes","no","cellular",18,"nov",531,3,134,7,"failure","0"
"5193",37,"management","single","tertiary","no",1743,"yes","no","cellular",18,"nov",192,1,113,2,"failure","0"
"5194",48,"services","married","secondary","no",127,"no","no","cellular",8,"jul",117,1,-1,0,"unknown","0"
"5195",35,"services","married","secondary","no",63,"no","yes","cellular",10,"jul",480,4,-1,0,"unknown","0"
"5196",62,"management","divorced","tertiary","no",5943,"no","no","telephone",17,"feb",196,4,-1,0,"unknown","1"
"5197",37,"services","married","secondary","no",1498,"yes","no","cellular",20,"apr",107,1,-1,0,"unknown","0"
"5198",51,"entrepreneur","married","tertiary","no",5254,"yes","no","unknown",23,"oct",134,1,-1,0,"unknown","1"
"5199",34,"management","married","tertiary","no",997,"yes","yes","cellular",21,"nov",81,1,-1,0,"unknown","0"
"5200",36,"admin.","married","secondary","no",68,"no","yes","cellular",8,"jul",85,4,-1,0,"unknown","0"
"5201",33,"management","married","tertiary","no",91,"no","no","cellular",10,"jul",526,1,-1,0,"unknown","0"
"5202",56,"retired","married","primary","no",1448,"yes","yes","telephone",20,"nov",16,1,-1,0,"unknown","0"
"5203",32,"blue-collar","single","secondary","no",-219,"yes","no","cellular",7,"may",446,6,342,2,"failure","0"
"5204",35,"management","divorced","tertiary","no",434,"yes","no","cellular",13,"aug",1314,2,-1,0,"unknown","1"
"5205",37,"blue-collar","married","primary","no",89,"yes","no","cellular",2,"feb",393,1,245,4,"failure","0"
"5206",34,"management","married","tertiary","no",19391,"no","no","cellular",20,"nov",391,2,-1,0,"unknown","0"
"5207",32,"blue-collar","single","secondary","no",217,"yes","no","cellular",15,"may",692,3,-1,0,"unknown","1"
"5208",35,"blue-collar","married","primary","no",1347,"yes","yes","cellular",20,"apr",360,1,-1,0,"unknown","0"
"5209",55,"housemaid","married","secondary","no",5,"no","no","cellular",2,"feb",269,1,206,2,"failure","0"
"5210",50,"technician","single","secondary","no",246,"yes","no","cellular",17,"jul",174,2,-1,0,"unknown","0"
"5211",55,"technician","divorced","secondary","no",35,"yes","no","cellular",20,"aug",126,4,-1,0,"unknown","0"
"5212",35,"services","married","secondary","no",1453,"yes","no","unknown",28,"may",199,1,-1,0,"unknown","0"
"5213",42,"unemployed","married","secondary","no",-523,"yes","no","cellular",11,"may",327,2,-1,0,"unknown","0"
"5214",41,"blue-collar","divorced","secondary","no",388,"no","no","cellular",14,"aug",605,2,-1,0,"unknown","0"
"5215",38,"management","single","tertiary","no",690,"yes","no","unknown",20,"may",34,1,-1,0,"unknown","0"
